Sample Number,Article Number,Year & Month,Journal,DOI,Matrix name,Monomer,Functional group,Initiator,Matrix modification method,Matrix relative dielectric constant (1Hz),Matrix relative dielectric constant (10Hz),Matrix relative dielectric constant (100Hz),Matrix relative dielectric constant (1kHz),Matrix relative dielectric constant (10kHz),Matrix relative dielectric constant (10^5Hz),Matrix relative dielectric constant (1MHz),Matrix dielectric loss (1Hz),Matrix dielectric loss (10Hz),Matrix dielectric loss (100Hz),Matrix dielectric loss (1kHz),Matrix dielectric loss (10kHz),Matrix dielectric loss (10^5Hz),Matrix dielectric loss (1MHz),Matrix breakdown electric field/kV·mm-1,Matrix conductivity (1Hz)/S·m-1,Matrix conductivity (10Hz)/S·m-1,Matrix conductivity (100Hz)/S·m-1,Matrix conductivity (1kHz)/S·m-1,Matrix conductivity (10kHz)/S·m-1,Matrix conductivity (10^5Hz)/S·m-1,Matrix conductivity (1MHz)/S·m-1,Matrix elastic modulus/MPa,Particle material category,Particle conductivity category,Particle component,Particle main elements,Particle morphology,Particle size/nm,Particle arrangement,Filling ratio (wt),Filling ratio (vol),Particle synthesis method,Particle modification method,Particle relative dielectric constant (1Hz),Particle relative dielectric constant (10Hz),Particle relative dielectric constant (100Hz),Particle relative dielectric constant (1kHz),Particle relative dielectric constant (10kHz),Particle relative dielectric constant (10^5Hz),Particle relative dielectric constant (1MHz),Particle dielectric loss (1Hz),Particle dielectric loss (10Hz),Particle dielectric loss (100Hz),Particle dielectric loss (1kHz),Particle dielectric loss (10kHz),Particle dielectric loss (10^5Hz),Particle dielectric loss (1MHz),Particle conductivity (1Hz)/S·m-1,Particle conductivity (10Hz)/S·m-1,Particle conductivity (100Hz)/S·m-1,Particle conductivity (1kHz)/S·m-1,Particle conductivity (10kHz)/S·m-1,Particle conductivity (10^5Hz)/S·m-1,Particle conductivity (1MHz)/S·m-1,Preparation of composite,Composite thickness/mm,Composite relative dielectric constant (1Hz),Composite relative dielectric constant (10Hz),Composite relative dielectric constant (100Hz),Composite relative dielectric constant (1kHz),Composite relative dielectric constant (10kHz),Composite relative dielectric constant (10^5Hz),Composite relative dielectric constant (1MHz),Composite elastic modulus/MPa,Composite dielectric loss (1Hz),Composite dielectric loss (10Hz),Composite dielectric loss (100Hz),Composite dielectric loss (1kHz),Composite dielectric loss (10kHz),Composite dielectric loss (10^5Hz),Composite dielectric loss (1MHz),Composite conductivity (1Hz)/S·m-1,Composite conductivity (10Hz)/S·m-1,Composite conductivity (100Hz)/S·m-1,Composite conductivity (1kHz)/S·m-1,Composite conductivity (10kHz)/S·m-1,Composite conductivity (10^5Hz)/S·m-1,Composite conductivity (1MHz)/S·m-1,Maximum strain,Breakdown voltage/kV,Breakdown electric field/kV·mm-1,Pre-stretching ratio,Prestress/N,Applied electric field/kV·mm,Frequency/Hz,Actuation displacement/mm,Actuating force/N,Actuating strain,Stress/MPa,Area strain,Response time/ms,Recovery time/ms,Response speed/Hz,Maximum bandwidth/Hz,Electromechanical sensitivity/MPa-1,Elastic energy density/MPa-1,Power density/W·kg-1,Energy density/J·kg-1,Energy efficiency/%,Cyclic voltage/Kv,Cyclic electric field/kV·mm-1,Cyclic strain,Cycle life,Time constant/ms,Single type particles or not,2nd particle material category,2nd particle conductivity category,2nd particle component,2nd particle main elements,2nd particle morphology,2nd particle size,2nd particle arrangement,2nd filling ratio (wt),2nd filling ratio (vol),2nd particle synthesis method,2nd particle modification method,2nd particle relative dielectric constant (1Hz),2nd particle relative dielectric constant (10Hz),2nd particle relative dielectric constant (100Hz),2nd particle relative dielectric constant (1kHz),2nd particle relative dielectric constant (10kHz),2nd particle relative dielectric constant (10^5Hz),2nd particle relative dielectric constant (1MHz),2nd particle dielectric loss (1Hz),2nd particle dielectric loss (10Hz),2nd particle dielectric loss (100Hz),2nd particle dielectric loss (1kHz),2nd particle dielectric loss (10kHz),2nd particle dielectric loss (10^5Hz),2nd particle dielectric loss (1MHz),2nd particle conductivity (1Hz),2nd particle conductivity (10Hz),2nd particle conductivity (100Hz),2nd particle conductivity (1kHz),2nd particle conductivity (10kHz),2nd particle conductivity (10^5Hz),2nd particle conductivity (1MHz),3rd particle material category,3rd particle conductivity category,3rd particle component,3rd particle main elements,3rd particle morphology,3rd particle size,3rd particle arrangement,3rd doping ratio (wt),3rd doping ratio (vol),3rd particle synthesis method,3rd particle modification method,3rd particle relative dielectric constant (1Hz),3rd particle relative dielectric constant (10Hz),3rd particle relative dielectric constant (100Hz),3rd particle relative dielectric constant (1kHz),3rd particle relative dielectric constant (10kHz),3rd particle relative dielectric constant (10^5Hz),3rd particle relative dielectric constant (1MHz),3rd particle dielectric loss (1Hz),3rd particle dielectric loss (10Hz),3rd particle dielectric loss (100Hz),3rd particle dielectric loss (1kHz),3rd particle dielectric loss (10kHz),3rd particle dielectric loss (10^5Hz),3rd particle dielectric loss (1MHz),3rd particle conductivity (1Hz),3rd particle conductivity (10Hz),3rd particle conductivity (100Hz),3rd particle conductivity (1kHz),3rd particle conductivity (10kHz),3rd particle conductivity (10^5Hz),3rd particle conductivity (1MHz)
204,45,202004,IEEE TRANSACTIONS ON DIELECTRICAL INSULATION,10.1109/TDEI.2019.008355,双组分硅酮弹性体(一种密度为0.90g/cm3的双组分硅酮弹性体(由中国深圳母材和固化剂有限公司提供。),,,,将固化剂（10%的混合物重量）加入到混合物中，并将复合材料在室温下固化24h。最后，将复合材料置于真空烘箱中进行脱气和消除残留杂质。,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,半导体,BN,B/N,球型,50/5000,各向异性,,5,BN(直径50nm和5μm，密度分别为0.67和0.69g/cm3)和碳化硅(直径50nm和5μm，密度分别为0.95和1.23g/cm3)颗粒由中国清河科技冶金材料有限公司提供,/,,,,,,,4.2,,,,,,,0.0002,,,,,,,,微粒和纳米颗粒在120°C下干燥3h。制备了无填料的硅酮弹性体和两组不同掺杂水平的复合材料。对于另一组，纳米bn(50nm)和微sic(5μm)粉末（1：1体积比）分别用磁力搅拌器与5、10和40vol%的硅酮弹性体(分别标记为nBmS-5、nBmS-10和nBmS-40)混合。将固化剂（10%的混合物重量）加入到混合物中，并将复合材料在室温下固化24h。最后，将复合材料置于真空烘箱中进行脱气和消除残留杂质,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,半导体,SiC,Si/C,球型,50/5000,各向异性,,5,BN(直径50nm和5μm，密度分别为0.67和0.69g/cm3)和碳化硅(直径50nm和5μm，密度分别为0.95和1.23g/cm3)颗粒由中国清河科技冶金材料有限公司提供,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,45,202004,IEEE TRANSACTIONS ON DIELECTRICAL INSULATION,10.1109/TDEI.2019.008355,双组分硅酮弹性体(一种密度为0.90g/cm3的双组分硅酮弹性体(由中国深圳母材和固化剂有限公司提供。),,,,将固化剂（10%的混合物重量）加入到混合物中，并将复合材料在室温下固化24h。最后，将复合材料置于真空烘箱中进行脱气和消除残留杂质。,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,半导体,BN,B/N,球型,50/5000,各向异性,,10,BN(直径50nm和5μm，密度分别为0.67和0.69g/cm3)和碳化硅(直径50nm和5μm，密度分别为0.95和1.23g/cm3)颗粒由中国清河科技冶金材料有限公司提供,/,,,,,,,4.2,,,,,,,0.0002,,,,,,,,微粒和纳米颗粒在120°C下干燥3h。制备了无填料的硅酮弹性体和两组不同掺杂水平的复合材料。对于另一组，纳米bn(50nm)和微sic(5μm)粉末（1：1体积比）分别用磁力搅拌器与5、10和40vol%的硅酮弹性体(分别标记为nBmS-5、nBmS-10和nBmS-40)混合。将固化剂（10%的混合物重量）加入到混合物中，并将复合材料在室温下固化24h。最后，将复合材料置于真空烘箱中进行脱气和消除残留杂质,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,半导体,SiC,Si/C,球型,50/5000,各向异性,,10,BN(直径50nm和5μm，密度分别为0.67和0.69g/cm3)和碳化硅(直径50nm和5μm，密度分别为0.95和1.23g/cm3)颗粒由中国清河科技冶金材料有限公司提供,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,45,202004,IEEE TRANSACTIONS ON DIELECTRICAL INSULATION,10.1109/TDEI.2019.008355,双组分硅酮弹性体(一种密度为0.90g/cm3的双组分硅酮弹性体(由中国深圳母材和固化剂有限公司提供。),,,,将固化剂（10%的混合物重量）加入到混合物中，并将复合材料在室温下固化24h。最后，将复合材料置于真空烘箱中进行脱气和消除残留杂质。,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,半导体,BN,B/N,球型,50/5000,各向异性,,40,BN(直径50nm和5μm，密度分别为0.67和0.69g/cm3)和碳化硅(直径50nm和5μm，密度分别为0.95和1.23g/cm3)颗粒由中国清河科技冶金材料有限公司提供,/,,,,,,,4.2,,,,,,,0.0002,,,,,,,,微粒和纳米颗粒在120°C下干燥3h。制备了无填料的硅酮弹性体和两组不同掺杂水平的复合材料。对于另一组，纳米bn(50nm)和微sic(5μm)粉末（1：1体积比）分别用磁力搅拌器与5、10和40vol%的硅酮弹性体(分别标记为nBmS-5、nBmS-10和nBmS-40)混合。将固化剂（10%的混合物重量）加入到混合物中，并将复合材料在室温下固化24h。最后，将复合材料置于真空烘箱中进行脱气和消除残留杂质,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,半导体,SiC,Si/C,球型,50/5000,各向异性,,40,BN(直径50nm和5μm，密度分别为0.67和0.69g/cm3)和碳化硅(直径50nm和5μm，密度分别为0.95和1.23g/cm3)颗粒由中国清河科技冶金材料有限公司提供,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,46,202006,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-020-03690-3,偶极硅弹性体-端羟基聚二甲基硅氧烷(PDMS，Mv≈5000),,,,——纯(SR)（SR/10% BT）——1.0 gTEOS，20 gPDMS——以4-苯乙醇作为偶极功能化交联剂，利用功能交联剂制备,3.16,3.16,3.16,3.16,3.16,3.16,,0.025,0.015,0.005,0.01,0.02,0.03,,48.23,1.00E-13,1.00E-14,2.50E-14,1.50E-12,1.50E-11,1.50E-09,,0.6963,无机非金属,介电,BaTiO3,Ti/Ba/O,球型,50,各向异性,0.1,,首先将原始BT纳米颗粒(20g)在150 mL去离子水中机械搅拌0.5小时。然后，将2gSi747加入到BT纳米颗粒的悬浮液中，在80C下搅拌反应3小时。最后，将浆料在100C的烘箱中干燥36小时，得到Si747改性的BT粉末，记录为BT-Si747。,/,,,,,,,12000,,,,,,,,,,,,,,,以SRCl-12%为基质，与BT纳米颗粒混合制备SRCl/BT复合材料。BT纳米颗粒与THF混合，用超声仪分离30min。将偶极交联剂和PDMS(20g)加入BT纳米颗粒的悬浮液中，搅拌0.5h以溶解。加入0.4g双甲酸二丁基锡后，连续搅拌混合物10min，然后倒入Tefon模具中，室温固化48h。所得到的含有不同数量的BT纳米颗粒的复合材料被转化为SRCl/yBT，其中y表示BT纳米颗粒与PDMS的质量比。为了进行比较，制备了以TEOS为交联剂的复合材料，并命名为SR/yBT。,0.2,3.3,3.3,3.3,3.3,3.3,3.3,,0.55,,0.00751,0.00597,0.00125,0.00074,0.00234,,5.50E-14,3.00E-13,1.20E-12,9.50E-12,7.00E-11,2.50E-10,,1.229,47.76,47.76,,,,,,,0.0478,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,46,202006,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-020-03690-3,偶极硅弹性体-端羟基聚二甲基硅氧烷(PDMS，Mv≈5000),,,,——(SRCl-3%)——（SR/20% BT）0.6 g氯苯乙烯醇，1.2gTEOS，20 gPDMS—— 以4-苯乙醇作为偶极功能化交联剂，利用功能交联剂制备,3.47,3.47,3.47,3.47,3.47,3.47,,0.035,0.025,0.002,0.01,0.03,0.003,,56.04,3.50E-13,3.50E-14,1.50E-14,3.50E-12,8.00E-11,0.000000009,,0.7099,无机非金属,介电,BaTiO3,Ti/Ba/O,球型,50,各向异性,0.2,,首先将原始BT纳米颗粒(20g)在150 mL去离子水中机械搅拌0.5小时。然后，将2gSi747加入到BT纳米颗粒的悬浮液中，在80C下搅拌反应3小时。最后，将浆料在100C的烘箱中干燥36小时，得到Si747改性的BT粉末，记录为BT-Si747。,/,,,,,,,12000,,,,,,,,,,,,,,,以SRCl-12%为基质，与BT纳米颗粒混合制备SRCl/BT复合材料。BT纳米颗粒与THF混合，用超声仪分离30min。将偶极交联剂和PDMS(20g)加入BT纳米颗粒的悬浮液中，搅拌0.5h以溶解。加入0.4g双甲酸二丁基锡后，连续搅拌混合物10min，然后倒入Tefon模具中，室温固化48h。所得到的含有不同数量的BT纳米颗粒的复合材料被转化为SRCl/yBT，其中y表示BT纳米颗粒与PDMS的质量比。为了进行比较，制备了以TEOS为交联剂的复合材料，并命名为SR/yBT。,0.2,3.43,3.43,3.43,3.43,3.43,3.43,,0.66,,0.00432,0.00326,0.00115,0.00083,0.00254,,1.20E-14,4.00E-13,2.00E-12,1.00E-11,9.00E-11,3.00E-10,,1.213,63.33,63.33,,,,,,,0.0508,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,46,202006,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-020-03690-3,偶极硅弹性体-端羟基聚二甲基硅氧烷(PDMS，Mv≈5000),,,,——(SRCl-6%) ——（SR/30% BT）1.2 g氯苯乙烯醇，1.4gTEOS，20 gPDMS——以4-苯乙醇作为偶极功能化交联剂，利用功能交联剂制备,3.67,3.67,3.67,3.67,3.67,3.67,,0.017,0.012,0.0015,0.0009,0.005,0.0153,,62.46,1.00E-13,1.00E-14,3.00E-14,2.50E-12,1.00E-10,2.50E-09,,0.7305,无机非金属,介电,BaTiO3,Ti/Ba/O,球型,50,各向异性,0.3,,首先将原始BT纳米颗粒(20g)在150 mL去离子水中机械搅拌0.5小时。然后，将2gSi747加入到BT纳米颗粒的悬浮液中，在80C下搅拌反应3小时。最后，将浆料在100C的烘箱中干燥36小时，得到Si747改性的BT粉末，记录为BT-Si747。,/,,,,,,,12000,,,,,,,,,,,,,,,以SRCl-12%为基质，与BT纳米颗粒混合制备SRCl/BT复合材料。BT纳米颗粒与THF混合，用超声仪分离30min。将偶极交联剂和PDMS(20g)加入BT纳米颗粒的悬浮液中，搅拌0.5h以溶解。加入0.4g双甲酸二丁基锡后，连续搅拌混合物10min，然后倒入Tefon模具中，室温固化48h。所得到的含有不同数量的BT纳米颗粒的复合材料被转化为SRCl/yBT，其中y表示BT纳米颗粒与PDMS的质量比。为了进行比较，制备了以TEOS为交联剂的复合材料，并命名为SR/yBT。,0.2,3.6,3.6,3.6,3.6,3.6,3.6,,0.71,,0.00712,0.00535,0.00295,0.00153,0.00286,,1.30E-13,8.00E-14,3.00E-13,5.00E-12,1.50E-11,7.00E-11,,1.134,47.45,47.45,,,,,,,0.0126,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,46,202006,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-020-03690-3,偶极硅弹性体-端羟基聚二甲基硅氧烷(PDMS，Mv≈5000),,,,——(SRCl-9%)——（SRCl/10% BT）1.8g氯苯乙烯醇，1.6gTEOS，20 gPDMS——将偶极交联剂与20gPDMS混合在60mLTHF中，然后在室温下搅拌0.5h。然后加入0.4g双甲酸二丁基锡，连续搅拌溶液10min。将溶液倒入模具中，在室温下固化48h。所得到的聚合物被转化为SRCl-x,3.88,3.88,3.88,3.88,3.88,3.75,,0.017,0.012,0.0035,0.0025,0.01,0.02,,67.22,2.20E-13,2.20E-14,9.00E-14,3.50E-12,2.00E-10,0.000000007,,0.7411,无机非金属,介电,BaTiO3,Ti/Ba/O,球型,50,各向异性,0.1,,首先将原始BT纳米颗粒(20g)在150 mL去离子水中机械搅拌0.5小时。然后，将2gSi747加入到BT纳米颗粒的悬浮液中，在80C下搅拌反应3小时。最后，将浆料在100C的烘箱中干燥36小时，得到Si747改性的BT粉末，记录为BT-Si747。,/,,,,,,,12000,,,,,,,,,,,,,,,以SRCl-12%为基质，与BT纳米颗粒混合制备SRCl/BT复合材料。BT纳米颗粒与THF混合，用超声仪分离30min。将偶极交联剂和PDMS(20g)加入BT纳米颗粒的悬浮液中，搅拌0.5h以溶解。加入0.4g双甲酸二丁基锡后，连续搅拌混合物10min，然后倒入Tefon模具中，室温固化48h。所得到的含有不同数量的BT纳米颗粒的复合材料被转化为SRCl/yBT，其中y表示BT纳米颗粒与PDMS的质量比。为了进行比较，制备了以TEOS为交联剂的复合材料，并命名为SR/yBT。,0.2,4.37,4.31,4.27,4.27,4.21,4.13,,0.58,,0.0215,0.0159,0.00495,0.0259,0.00832,,2.10E-14,1.50E-13,7.00E-13,6.00E-12,2.00E-11,1.50E-10,,1.735,68.63,68.63,,,,,,,0.092,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,46,202006,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-020-03690-3,偶极硅弹性体-端羟基聚二甲基硅氧烷(PDMS，Mv≈5000),,,,——(SRCl-12%)——（SRCl/20% BT）2.4g氯苯乙烯醇，1.8gTEOS，20 gPDMS——将偶极交联剂与20gPDMS混合在60mLTHF中，然后在室温下搅拌0.5h。然后加入0.4g双甲酸二丁基锡，连续搅拌溶液10min。将溶液倒入模具中，在室温下固化48h。所得到的聚合物被转化为SRCl-x,4.08,4.08,4.08,4.08,4.08,3.95,,0.01,0.008,0.0025,0.002,0.08,0.03,,73.33,1.50E-13,1.50E-15,6.00E-14,3.50E-12,1.50E-10,0.000000004,,0.8168,无机非金属,介电,BaTiO3,Ti/Ba/O,球型,50,各向异性,0.2,,首先将原始BT纳米颗粒(20g)在150 mL去离子水中机械搅拌0.5小时。然后，将2gSi747加入到BT纳米颗粒的悬浮液中，在80C下搅拌反应3小时。最后，将浆料在100C的烘箱中干燥36小时，得到Si747改性的BT粉末，记录为BT-Si747。,/,,,,,,,12000,,,,,,,,,,,,,,,以SRCl-12%为基质，与BT纳米颗粒混合制备SRCl/BT复合材料。BT纳米颗粒与THF混合，用超声仪分离30min。将偶极交联剂和PDMS(20g)加入BT纳米颗粒的悬浮液中，搅拌0.5h以溶解。加入0.4g双甲酸二丁基锡后，连续搅拌混合物10min，然后倒入Tefon模具中，室温固化48h。所得到的含有不同数量的BT纳米颗粒的复合材料被转化为SRCl/yBT，其中y表示BT纳米颗粒与PDMS的质量比。为了进行比较，制备了以TEOS为交联剂的复合材料，并命名为SR/yBT。,0.2,4.61,4.57,4.47,4.41,4.36,4.31,,0.68,,0.0221,0.0178,0.00665,0.0267,0.0156,,4.50E-14,2.50E-13,1.50E-12,7.00E-12,5.00E-11,2.50E-10,,1.534,77.46,77.46,,,,,,,0.1197,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,46,202006,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-020-03690-3,偶极硅弹性体-端羟基聚二甲基硅氧烷(PDMS，Mv≈5000),,,,——(SRCl-15%)——（SRCl/30% BT）3.0g氯苯乙烯醇，2.0gTEOS，20 gPDMS——将偶极交联剂与20gPDMS混合在60mLTHF中，然后在室温下搅拌0.5h。然后加入0.4g双甲酸二丁基锡，连续搅拌溶液10min。将溶液倒入模具中，在室温下固化48h。所得到的聚合物被转化为SRCl-x,4.38,4.38,4.34,4.29,4.25,4.12,,0.017,0.012,0.0075,0.0008,0.015,0.04,,57.47,1.21E-13,1.21E-13,2.00E-14,1.50E-12,4.00E-10,0.00000001,,0.7977,无机非金属,介电,BaTiO3,Ti/Ba/O,球型,50,各向异性,0.3,,首先将原始BT纳米颗粒(20g)在150 mL去离子水中机械搅拌0.5小时。然后，将2gSi747加入到BT纳米颗粒的悬浮液中，在80C下搅拌反应3小时。最后，将浆料在100C的烘箱中干燥36小时，得到Si747改性的BT粉末，记录为BT-Si747。,/,,,,,,,12000,,,,,,,,,,,,,,,以SRCl-12%为基质，与BT纳米颗粒混合制备SRCl/BT复合材料。BT纳米颗粒与THF混合，用超声仪分离30min。将偶极交联剂和PDMS(20g)加入BT纳米颗粒的悬浮液中，搅拌0.5h以溶解。加入0.4g双甲酸二丁基锡后，连续搅拌混合物10min，然后倒入Tefon模具中，室温固化48h。所得到的含有不同数量的BT纳米颗粒的复合材料被转化为SRCl/yBT，其中y表示BT纳米颗粒与PDMS的质量比。为了进行比较，制备了以TEOS为交联剂的复合材料，并命名为SR/yBT。,0.2,4.82,4.75,4.7,4.7,4.63,4.54,,0.63,,0.0236,0.0193,0.00747,0.0231,0.00751,,1.20E-13,1.20E-12,7.00E-12,2.00E-11,1.50E-10,7.00E-10,,1.143,63.91,63.91,,,,,,,0.0365,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,47,202008,POLYMER COMPOSITES,10.1002/pc.25813,3-巯基丙基双（三烷基五甲氧烷-硅氧烷）（Si747）Si747购自上海启祥化工有限公司。,,,,——（MVSR/10 wt%BT）——钛酸钡(BT)纳米颗粒或3-巯基丙基双（三烷基五甲氧烷-硅氧烷）（Si747）改性BT（BT-Si747）与六方氮化硼(BN)微片混合成甲基乙烯基硅橡胶(MVSR)，制备三元硅介电弹性体微纳米复合材料。,2.91,2.91,2.91,2.91,2.91,2.91,,0.0025,0.0021,0.0021,0.0021,0.0021,0.0021,,60.21,4.50E-16,1.50E-15,1.00E-13,1.00E-12,5.00E-12,5.00E-11,,0.36,无机非金属,半导体,BN,B/N,球型,100,各向异性,0.1,,BN颗粒(1-2μm)购自北京吉林科技发展有限公司。,/,,,,,,,4.2,,,,,,,0.0002,,,,,,,,甲基乙烯基硅橡胶(MVSR)首先在双辊轧机中（用冷却水）揉捏，然后用咀嚼后的MVSR揉捏不同数量的BT。最后，用DCP揉捏得到的母批。DCP与MVSR的质量比保持在1：100。上述化合物在160℃、15MPa条件下进行压缩成型。制备三元硅介电弹性体微纳米复合材料,2,,3.2,3.2,3.2,3.2,3.2,,0.37,0.008,0.004,0.004,0.004,0.002,0.001,,8.00E-15,7.00E-14,7.00E-13,3.00E-12,2.00E-11,7.00E-11,,2.44,62.94,62.94,,,,,,,0.0446,,,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3, Ba/Ti/O,球型,100,各向异性,0.1,,BaTiO3纳米颗粒(小于100nm)购自北京银诺凯科技有限公司,将3-巯基丙基乙氧基双（三烷基五甲氧基硅氧烷）（Si747）接枝到BT纳米颗粒表面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,47,202008,POLYMER COMPOSITES,10.1002/pc.25813,3-巯基丙基双（三烷基五甲氧烷-硅氧烷）（Si747）Si747购自上海启祥化工有限公司。,,,,——（MVSR/20 wt%BT）——钛酸钡(BT)纳米颗粒或3-巯基丙基双（三烷基五甲氧烷-硅氧烷）（Si747）改性BT（BT-Si747）与六方氮化硼(BN)微片混合成甲基乙烯基硅橡胶(MVSR)，制备三元硅介电弹性体微纳米复合材料。,2.91,2.91,2.91,2.91,2.91,2.91,,0.0025,0.0021,0.0021,0.0021,0.0021,0.0021,,60.21,4.50E-16,1.50E-15,1.00E-13,1.00E-12,5.00E-12,5.00E-11,,0.36,无机非金属,半导体,BN,B/N,球型,100,各向异性,0.2,,BN颗粒(1-2μm)购自北京吉林科技发展有限公司。,/,,,,,,,4.2,,,,,,,0.0002,,,,,,,,甲基乙烯基硅橡胶(MVSR)首先在双辊轧机中（用冷却水）揉捏，然后用咀嚼后的MVSR揉捏不同数量的BT。最后，用DCP揉捏得到的母批。DCP与MVSR的质量比保持在1：100。上述化合物在160℃、15MPa条件下进行压缩成型。制备三元硅介电弹性体微纳米复合材料,2,,3.36,3.36,3.36,3.36,3.36,,0.49,0.013,0.007,0.007,0.005,0.003,0.003,,8.00E-15,1.50E-13,1.20E-12,4.00E-11,1.50E-10,8.00E-10,,3.03,63.22,63.22,,,,,,,0.0401,,,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3, Ba/Ti/O,球型,100,各向异性,0.2,,BaTiO3纳米颗粒(小于100nm)购自北京银诺凯科技有限公司,将3-巯基丙基乙氧基双（三烷基五甲氧基硅氧烷）（Si747）接枝到BT纳米颗粒表面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,47,202008,POLYMER COMPOSITES,10.1002/pc.25813,3-巯基丙基双（三烷基五甲氧烷-硅氧烷）（Si747）Si747购自上海启祥化工有限公司。,,,,——（MVSR/30 wt%BT）————钛酸钡(BT)纳米颗粒或3-巯基丙基双（三烷基五甲氧烷-硅氧烷）（Si747）改性BT（BT-Si747）与六方氮化硼(BN)微片混合成甲基乙烯基硅橡胶(MVSR)，制备三元硅介电弹性体微纳米复合材料。,2.91,2.91,2.91,2.91,2.91,2.91,,0.0025,0.0021,0.0021,0.0021,0.0021,0.0021,,60.21,4.50E-16,1.50E-15,1.00E-13,1.00E-12,5.00E-12,5.00E-11,,0.36,无机非金属,半导体,BN,B/N,球型,100,各向异性,0.3,,BN颗粒(1-2μm)购自北京吉林科技发展有限公司。,/,,,,,,,4.2,,,,,,,0.0002,,,,,,,,甲基乙烯基硅橡胶(MVSR)首先在双辊轧机中（用冷却水）揉捏，然后用咀嚼后的MVSR揉捏不同数量的BT。最后，用DCP揉捏得到的母批。DCP与MVSR的质量比保持在1：100。上述化合物在160℃、15MPa条件下进行压缩成型。制备三元硅介电弹性体微纳米复合材料,2,,3.57,3.57,3.57,3.57,3.57,,0.64,0.023,0.012,0.011,0.008,0.006,0.005,,5.00E-14,5.00E-13,2.50E-12,2.00E-11,8.00E-11,6.00E-10,,3.43,56.18,56.18,,,,,,,0.0291,,,,,,,,,,,,,,,,,否,无机非金属,介电, BaTiO3, Ba/Ti/O,球型,100,各向异性,0.3,,BaTiO3纳米颗粒(小于100nm)购自北京银诺凯科技有限公司,将3-巯基丙基乙氧基双（三烷基五甲氧基硅氧烷）（Si747）接枝到BT纳米颗粒表面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
