Sample Number,Article Number,Year & Month,Journal,DOI,Matrix name,Monomer,Functional group,Initiator,Matrix modification method,Matrix relative dielectric constant (1Hz),Matrix relative dielectric constant (10Hz),Matrix relative dielectric constant (100Hz),Matrix relative dielectric constant (1kHz),Matrix relative dielectric constant (10kHz),Matrix relative dielectric constant (10^5Hz),Matrix relative dielectric constant (1MHz),Matrix dielectric loss (1Hz),Matrix dielectric loss (10Hz),Matrix dielectric loss (100Hz),Matrix dielectric loss (1kHz),Matrix dielectric loss (10kHz),Matrix dielectric loss (10^5Hz),Matrix dielectric loss (1MHz),Matrix breakdown electric field/kV·mm-1,Matrix conductivity (1Hz)/S·m-1,Matrix conductivity (10Hz)/S·m-1,Matrix conductivity (100Hz)/S·m-1,Matrix conductivity (1kHz)/S·m-1,Matrix conductivity (10kHz)/S·m-1,Matrix conductivity (10^5Hz)/S·m-1,Matrix conductivity (1MHz)/S·m-1,Matrix elastic modulus/MPa,Particle material category,Particle conductivity category,Particle component,Particle main elements,Particle morphology,Particle size/nm,Particle arrangement,Filling ratio (wt),Filling ratio (vol),Particle synthesis method,Particle modification method,Particle relative dielectric constant (1Hz),Particle relative dielectric constant (10Hz),Particle relative dielectric constant (100Hz),Particle relative dielectric constant (1kHz),Particle relative dielectric constant (10kHz),Particle relative dielectric constant (10^5Hz),Particle relative dielectric constant (1MHz),Particle dielectric loss (1Hz),Particle dielectric loss (10Hz),Particle dielectric loss (100Hz),Particle dielectric loss (1kHz),Particle dielectric loss (10kHz),Particle dielectric loss (10^5Hz),Particle dielectric loss (1MHz),Particle conductivity (1Hz)/S·m-1,Particle conductivity (10Hz)/S·m-1,Particle conductivity (100Hz)/S·m-1,Particle conductivity (1kHz)/S·m-1,Particle conductivity (10kHz)/S·m-1,Particle conductivity (10^5Hz)/S·m-1,Particle conductivity (1MHz)/S·m-1,Preparation of composite,Composite thickness/mm,Composite relative dielectric constant (1Hz),Composite relative dielectric constant (10Hz),Composite relative dielectric constant (100Hz),Composite relative dielectric constant (1kHz),Composite relative dielectric constant (10kHz),Composite relative dielectric constant (10^5Hz),Composite relative dielectric constant (1MHz),Composite elastic modulus/MPa,Composite dielectric loss (1Hz),Composite dielectric loss (10Hz),Composite dielectric loss (100Hz),Composite dielectric loss (1kHz),Composite dielectric loss (10kHz),Composite dielectric loss (10^5Hz),Composite dielectric loss (1MHz),Composite conductivity (1Hz)/S·m-1,Composite conductivity (10Hz)/S·m-1,Composite conductivity (100Hz)/S·m-1,Composite conductivity (1kHz)/S·m-1,Composite conductivity (10kHz)/S·m-1,Composite conductivity (10^5Hz)/S·m-1,Composite conductivity (1MHz)/S·m-1,Maximum strain,Breakdown voltage/kV,Breakdown electric field/kV·mm-1,Pre-stretching ratio,Prestress/N,Applied electric field/kV·mm,Frequency/Hz,Actuation displacement/mm,Actuating force/N,Actuating strain,Stress/MPa,Area strain,Response time/ms,Recovery time/ms,Response speed/Hz,Maximum bandwidth/Hz,Electromechanical sensitivity/MPa-1,Elastic energy density/MPa-1,Power density/W·kg-1,Energy density/J·kg-1,Energy efficiency/%,Cyclic voltage/Kv,Cyclic electric field/kV·mm-1,Cyclic strain,Cycle life,Time constant/ms,Single type particles or not,2nd particle material category,2nd particle conductivity category,2nd particle component,2nd particle main elements,2nd particle morphology,2nd particle size,2nd particle arrangement,2nd filling ratio (wt),2nd filling ratio (vol),2nd particle synthesis method,2nd particle modification method,2nd particle relative dielectric constant (1Hz),2nd particle relative dielectric constant (10Hz),2nd particle relative dielectric constant (100Hz),2nd particle relative dielectric constant (1kHz),2nd particle relative dielectric constant (10kHz),2nd particle relative dielectric constant (10^5Hz),2nd particle relative dielectric constant (1MHz),2nd particle dielectric loss (1Hz),2nd particle dielectric loss (10Hz),2nd particle dielectric loss (100Hz),2nd particle dielectric loss (1kHz),2nd particle dielectric loss (10kHz),2nd particle dielectric loss (10^5Hz),2nd particle dielectric loss (1MHz),2nd particle conductivity (1Hz),2nd particle conductivity (10Hz),2nd particle conductivity (100Hz),2nd particle conductivity (1kHz),2nd particle conductivity (10kHz),2nd particle conductivity (10^5Hz),2nd particle conductivity (1MHz),3rd particle material category,3rd particle conductivity category,3rd particle component,3rd particle main elements,3rd particle morphology,3rd particle size,3rd particle arrangement,3rd doping ratio (wt),3rd doping ratio (vol),3rd particle synthesis method,3rd particle modification method,3rd particle relative dielectric constant (1Hz),3rd particle relative dielectric constant (10Hz),3rd particle relative dielectric constant (100Hz),3rd particle relative dielectric constant (1kHz),3rd particle relative dielectric constant (10kHz),3rd particle relative dielectric constant (10^5Hz),3rd particle relative dielectric constant (1MHz),3rd particle dielectric loss (1Hz),3rd particle dielectric loss (10Hz),3rd particle dielectric loss (100Hz),3rd particle dielectric loss (1kHz),3rd particle dielectric loss (10kHz),3rd particle dielectric loss (10^5Hz),3rd particle dielectric loss (1MHz),3rd particle conductivity (1Hz),3rd particle conductivity (10Hz),3rd particle conductivity (100Hz),3rd particle conductivity (1kHz),3rd particle conductivity (10kHz),3rd particle conductivity (10^5Hz),3rd particle conductivity (1MHz)
134,27,201812,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c8tc04454f,PDMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,Conductor,Cu,Cu,Sphere,500,Isotropic,0.15,,Low temperature molten salt method,CuxO coating,,,,,,,,,,,,,,,,,,,,,,Mix at room temperature,,,6,5.9,5.8,5.7,5.6,,,,0.047,0.022,0.018,0.015,0.012,,,,,,,,,,,,,,28,,,,0.084,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,27,201812,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c8tc04454f,PDMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,Conductor,Cu,Cu,Sphere,500,Isotropic,0.3,,Low temperature molten salt method,CuxO coating,,,,,,,,,,,,,,,,,,,,,,Mix at room temperature,,,9..0,8,7.7,7.5,7.3,,,,0.048,0.035,0.028,0.022,0.019,,,,,,,,,,,,,,13,,,,0.065,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,28,201812,NANOCOMPOSITES,10.1080/20550324.2018.1558800,"PDMS 
(Sylgard 184, Dow Corning)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,Metal,Conductor,Ag,Ag,Sphere,200,Isotropic,0,,,SiO2 coating,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.55,3.1,2.6,2.55,2.5,,,0.022,0.06,0.115,0.05,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,28,201812,NANOCOMPOSITES,10.1080/20550324.2018.1558800,"PDMS 
(Sylgard 184, Dow Corning)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,Metal,Conductor,Ag,Ag,Sphere,200,Isotropic,0.01,,,SiO2 coating,,,,,,,,,,,,,,,,,,,,,,,,4.9,4.9,4.91,4.95,5,5.1,,,0.01,0.002,-0.001,-0.002,-0.003,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,28,201812,NANOCOMPOSITES,10.1080/20550324.2018.1558800,"PDMS 
(Sylgard 184, Dow Corning)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,Metal,Conductor,Ag,Ag,Sphere,200,Isotropic,0.02,,,SiO2 coating,,,,,,,,,,,,,,,,,,,,,,,,5.75,5.74,5.73,5.73,5.73,5.73,,,0.012,0.003,-0.001,-0.002,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,28,201812,NANOCOMPOSITES,10.1080/20550324.2018.1558800,"PDMS 
(Sylgard 184, Dow Corning)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,Metal,Conductor,Ag,Ag,Sphere,200,Isotropic,0.03,,,SiO2 coating,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.3,6.5,6.6,6.6,6.7,,,0.001,-0.015,-0.01,-0.003,-0.002,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,29,201907,IRANIAN POLYMER JOURNAL,10.1007/s13726-019-00724-4,"High temperature vulcanized silicone rubber
（NE-5140）
(DJ Silicones Co.(China) )",,,,Use DCP curing agent 1phr,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0（phr）,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,2.86,,,,3.201,,,,0.05,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,29,201907,IRANIAN POLYMER JOURNAL,10.1007/s13726-019-00724-4,"High temperature vulcanized silicone rubber
（NE-5141）
(DJ Silicones Co.(China) )",,,,Use DCP curing agent 1phr,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,3.5（phr）,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,3.16,,,,3.716,,,,0.09,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,29,201907,IRANIAN POLYMER JOURNAL,10.1007/s13726-019-00724-4,"High temperature vulcanized silicone rubber
（NE-5142）
(DJ Silicones Co.(China) )",,,,Use DCP curing agent 5phr,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,12（phr）,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,3.31,,,,3.697,,,,0.08,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,29,201907,IRANIAN POLYMER JOURNAL,10.1007/s13726-019-00724-4,"High temperature vulcanized silicone rubber
（NE-5143）
(DJ Silicones Co.(China) )",,,,Use DCP curing agent 5phr,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,7.75（phr）,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,3.21,,,,3.484,,,,0.08,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,30,201906,ADVANCED MATERIALS,10.1002/adma.201900663,"PDMS 
(Sylgard 184)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,Conductor,EGaIn,Ga/In,Sphere,100,Isotropic,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,30,201906,ADVANCED MATERIALS,10.1002/adma.201900663,"PDMS 
(Sylgard 184)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,Conductor,EGaIn,Ga/In,Sphere,1000,Isotropic,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,30,201906,ADVANCED MATERIALS,10.1002/adma.201900663,"PDMS 
(Sylgard 184)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,Conductor,EGaIn,Ga/In,Sphere,10000,Isotropic,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,31,201905,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c8tc06460a,Polydimethylsiloxane PDMS-CN (prepared in the laboratory),,,,Crosslinked with 2-cyanotriethoxysilane via a condensation reaction catalyzed by dibutyltin dilaurate.,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Conductor,NS-CNTs,C,Sphere,,Isotropic,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,4.6,4.6,4.6,,1,,,,,,0.03（10^6Hz）,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,31,201905,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c8tc06460a,"Poly (methylpropylthioethyl) siloxane P3-Cl
(laboratory preparation)",,,,Crosslinked with 3-chloropropyltriethoxysilane via a condensation reaction catalyzed by dibutyltin dilaurate.,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Conductor,NS-CNTs,C,Sphere,,Isotropic,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,6.3,6.3,6.3,,0.3,,,,,,0.02（10^6Hz）,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,32,201904,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.201808431,"Thermoplastic methyl thioglycolate-modified styrene-butadiene-styrene (MGSBS) elastomer
(laboratory preparation)",,,,Graft copolymerization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,11.8,11.8,11.8,11.8,,2.9,,,,,,,,,,,,,,,6,9,17.6,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,33,201901,POLYMER COMPOSITES,10.1002/pc.24479,"PDMS
(RTV-3483, Dow Corning)",,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,Ceramic Materials,Dielectric Material,CCTO,Ca/Cu/Ti/O,Sphere,3000,Isotropic,,0,In-situ Polymerization of Aniline in Hydrochloric Acid Aqueous Solution,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,3.2,3.1,3.02,3,,,,,0.03,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,0.0894,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,33,201901,POLYMER COMPOSITES,10.1002/pc.24479,"PDMS
(RTV-3483, Dow Corning)",,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,Ceramic Materials,Dielectric Material,CCTO,Ca/Cu/Ti/O,Sphere,3000,Isotropic,,0.02,In-situ Polymerization of Aniline in Hydrochloric Acid Aqueous Solution,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,3.6,3.5,3.4,3.35,,,,,0.03,0.022,0.012,0.021,,,,,,,,,,,,,,,,,,0.1095,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,33,201901,POLYMER COMPOSITES,10.1002/pc.24479,"PDMS
(RTV-3483, Dow Corning)",,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,Ceramic Materials,Dielectric Material,CCTO,Ca/Cu/Ti/O,Sphere,3000,Isotropic,,0.02,In-situ Polymerization of Aniline in Hydrochloric Acid Aqueous Solution,PANI coating,,,,,,,,,,,,,,,,,,,,,,,0.5,,,4.52,4.25,4.125,4.12,,,,,0.03,0.025,0.026,0.032,,,,,,,,,,,,,,,,,,0.1324,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,34,201801,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-017-1487-z,PMMA,,,,Free Radical Polymerization,,,6,5,4,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,ZnO,Zn/O,Sphere,,Isotropic,,,Coprecipitation,Doped with 5% Fe,,,,,,,8.15,,,,,,,,,,,,,,,,,,,17,10,9,,,,,,11,2.5,1,0.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,34,201801,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-017-1487-z,PMMA,,,,Free Radical Polymerization,,,6,5,4,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,ZnO,Zn/O,Sphere,,Isotropic,,,,,,,,,,,8.15,,,,,,,,,,,,,,,,,,,72,45,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,35,201809,AIP Conference Proceedings,10.1063/1.5047689,"PMMA
(S.d. Fine Chem. Ltd, Mumbai, India)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,ZrO2,Zr/O,Sphere,18,Isotropic,0.0909,,,,,,,,,,18.6,,,,,,,,,,,,,,,Solution Casting 40℃,,,,3.5,7.1,8,,,,,,12,4.5,2.1,,,,,0.0000036,0.0000056,0.0000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,35,201809,AIP Conference Proceedings,10.1063/1.5047689,"PMMA
(S.d. Fine Chem. Ltd, Mumbai, India)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,ZrO2,Zr/O,Sphere,18,Isotropic,0.0909,,,,,,,,,,18.6,,,,,,,,,,,,,,,Solution Casting 60℃,,,,4,7.4,9,,,,,,12.2,5.2,2,,,,,0.0000035,0.0000059,0.000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,35,201809,AIP Conference Proceedings,10.1063/1.5047689,"PMMA
(S.d. Fine Chem. Ltd, Mumbai, India)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,ZrO2,Zr/O,Sphere,18,Isotropic,0.0909,,,,,,,,,,18.6,,,,,,,,,,,,,,,Solution Casting 80℃,,,,4,8,8.1,,,,,,11.8,5,2,,,,,0.0000034,0.0000057,0.0000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,35,201809,AIP Conference Proceedings,10.1063/1.5047689,"PMMA
(S.d. Fine Chem. Ltd, Mumbai, India)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,ZrO2,Zr/O,Sphere,18,Isotropic,0.0909,,,,,,,,,,18.6,,,,,,,,,,,,,,,Solution Casting 100℃,,,,10,12.5,13.5,,,,,,11.8,4,2,,,,,0.0000039,0.000006,0.0000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,35,201809,AIP Conference Proceedings,10.1063/1.5047689,"PMMA
(S.d. Fine Chem. Ltd, Mumbai, India)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,ZrO2,Zr/O,Sphere,18,Isotropic,0.0909,,,,,,,,,,18.6,,,,,,,,,,,,,,,Solution Casting 120℃,,,,11.2,13.1,14.1,,,,,,12,4.8,2.1,,,,,0.000004,0.0000048,0.0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,36,201905,NANO ENERGY,10.1016/j.nanoen.2019.02.065,Polyether PU (Badische Anilin Soda Fabrik Ga),,,,PU(Whigh WM∶Wlow WM= 80∶20),,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0,,,MDI coating,,,,,,,12000,,,,,,,,,,,,,,,Solution Casting,0.2,,,,7.2,7,6.4,,,,,,0.025,0.0253,0.047,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,36,201905,NANO ENERGY,10.1016/j.nanoen.2019.02.065,Polyether PU (Badische Anilin Soda Fabrik Ga),,,,PU(Whigh WM∶Wlow WM= 80∶20),,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0.06,,,MDI coating,,,,,,,12000,,,,,,,,,,,,,,,Solution Casting,0.2,,,,8.4,8.1,7.6,,,,,,0.024,0.025,0.048,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,36,201905,NANO ENERGY,10.1016/j.nanoen.2019.02.065,Polyether PU (Badische Anilin Soda Fabrik Ga),,,,PU(Whigh WM∶Wlow WM= 80∶20),,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0.16,,,MDI coating,,,,,,,12000,,,,,,,,,,,,,,,Solution Casting,0.2,,,,9.1,8.9,8.5,,,,,,0.024,0.0253,0.049,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,36,201905,NANO ENERGY,10.1016/j.nanoen.2019.02.065,Polyether PU (Badische Anilin Soda Fabrik Ga),,,,PU(Whigh WM∶Wlow WM= 80∶20),,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0.24,,,MDI coating,,,,,,,12000,,,,,,,,,,,,,,,Solution Casting,0.2,,,,10,9.6,9.2,,,,,,0.024,0.0253,0.051,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,36,201905,NANO ENERGY,10.1016/j.nanoen.2019.02.065,Polyether PU (Badische Anilin Soda Fabrik Ga),,,,PU(Whigh WM∶Wlow WM= 80∶20),,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0.32,,,MDI coating,,,,,,,12000,,,,,,,,,,,,,,,Solution Casting,0.2,,,,11,10.5,10,,,,,,0.0251,0.0253,0.05,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,36,201905,NANO ENERGY,10.1016/j.nanoen.2019.02.065,Polyether PU (Badische Anilin Soda Fabrik Ga),,,,PU(Whigh WM∶Wlow WM= 80∶20),,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0,,,,,,,,,,12000,,,,,,,,,,,,,,,Solution Casting,0.2,,,,7.1,6.9,6.5,,,,,,0.01,0.025,0.04,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,36,201905,NANO ENERGY,10.1016/j.nanoen.2019.02.065,Polyether PU (Badische Anilin Soda Fabrik Ga),,,,PU(Whigh WM∶Wlow WM= 80∶20),,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0.06,,,,,,,,,,12000,,,,,,,,,,,,,,,Solution Casting,0.2,,,,8.8,8.5,8,,,,,,0.04,0.04,0.06,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,36,201905,NANO ENERGY,10.1016/j.nanoen.2019.02.065,Polyether PU (Badische Anilin Soda Fabrik Ga),,,,PU(Whigh WM∶Wlow WM= 80∶20),,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0.16,,,,,,,,,,12000,,,,,,,,,,,,,,,Solution Casting,0.2,,,,10,9.7,9.5,,,,,,0.02,0.024,0.04,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,36,201905,NANO ENERGY,10.1016/j.nanoen.2019.02.065,Polyether PU (Badische Anilin Soda Fabrik Ga),,,,PU(Whigh WM∶Wlow WM= 80∶20),,,,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Semiconductor,BaTiO3,Ba/Ti/O,Sphere,,Isotropic,0.24,,,,,,,,,,12000,,,,,,,,,,,,,,,Solution Casting,0.2,,,,10.2,10,9.8,,,,,,0.08,0.025,0.025,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
